股票代码,企业名称,年份,数字化转型指数(0-100分),人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,总词频数
000430,SST张股,2008,0,0,0,0,0,0,0
000488,晨鸣纸业,2008,0,0,0,0,0,3,3
000498,＊ST丹化,2008,0,0,0,0,0,0,0
000501,鄂武商A,2008,0,0,0,0,0,1,1
000502,绿景地产,2008,0,0,0,0,0,0,0
000503,海虹控股,2008,21,0,0,0,0,184,184
000504,赛迪传媒,2008,0,0,0,0,0,2,2
000505,珠江控股,2008,0,0,0,0,0,0,0
000506,ST中润,2008,0,0,0,0,0,0,0
000507,粤富华,2008,0,0,0,0,0,0,0
000509,SST华塑,2008,0,0,0,0,0,0,0
000510,金路集团,2008,0,0,0,0,0,0,0
000511,银基发展,2008,0,0,0,0,0,0,0
000513,丽珠集团,2008,0,0,0,0,0,0,0
000514,渝开发,2008,0,0,0,0,0,0,0
000515,攀渝钛业,2008,0,0,0,0,0,0,0
000516,开元控股,2008,0,0,0,0,0,0,0
000517,＊ST成功,2008,0,0,0,0,0,0,0
000518,四环生物,2008,0,0,0,0,0,0,0
000519,银河动力,2008,0,0,0,0,0,0,0
000520,长航凤凰,2008,0,0,0,0,0,0,0
000521,美菱电器,2008,0,0,0,0,0,0,0
000522,白云山A,2008,0,0,0,0,0,0,0
000523,广州浪奇,2008,0,0,0,0,0,0,0
000524,东方宾馆,2008,0,0,0,0,0,0,0
000525,红太阳,2008,0,0,0,0,0,0,0
000526,旭飞投资,2008,0,0,0,0,0,0,0
000527,美的电器,2008,0,0,0,0,0,0,0
000528,柳工,2008,0,0,0,0,0,0,0
000529,＊ST美雅,2008,0,0,0,0,0,1,1
000530,大冷股份,2008,0,0,0,0,0,0,0
000531,穗恒运A,2008,0,0,0,0,0,0,0
000532,力合股份,2008,0,0,0,0,0,0,0
000533,万家乐,2008,0,0,0,0,0,0,0
000534,汕电力A,2008,0,0,0,0,0,0,0
000536,SST闽东,2008,0,0,0,0,0,0,0
000537,广宇发展,2008,0,0,0,0,0,0,0
000538,云南白药,2008,2,0,0,0,0,14,14
000539,粤电力A,2008,0,0,0,0,0,0,0
000540,中天城投,2008,0,0,0,0,0,0,0
000541,佛山照明,2008,0,0,0,0,0,0,0
000543,皖能电力,2008,0,0,0,0,0,0,0
000544,中原环保,2008,0,0,0,0,0,0,0
000545,吉林制药,2008,0,0,0,0,0,0,0
000546,光华控股,2008,0,0,0,0,0,0,0
000547,闽福发A,2008,0,0,0,0,0,0,0
000548,湖南投资,2008,0,0,0,0,0,0,0
000550,江铃汽车,2008,0,0,0,0,0,0,0
000551,创元科技,2008,0,0,0,0,0,1,1
000552,靖远煤电,2008,0,0,0,0,0,0,0
000553,沙隆达A,2008,0,0,0,0,0,0,0
000554,泰山石油,2008,0,0,0,0,0,0,0
000555,ST太光,2008,0,0,0,0,0,0,0
000557,ST银广夏,2008,0,0,0,0,0,2,2
000558,莱茵置业,2008,0,0,0,0,0,0,0
000559,万向钱潮,2008,0,0,0,0,0,0,0
000560,昆百大A,2008,0,0,0,0,0,0,0
000561,S＊ST长岭,2008,0,0,0,0,0,0,0
000562,宏源证券,2008,0,0,0,0,0,4,4
000563,陕国投A,2008,0,0,0,0,0,0,0
000564,西安民生,2008,0,0,0,0,0,0,0
000565,渝三峡A,2008,0,0,0,0,0,0,0
000566,海南海药,2008,0,0,0,0,0,0,0
000567,海德股份,2008,0,0,0,0,0,0,0
000568,泸州老窖,2008,0,0,0,0,0,0,0
000569,长城股份,2008,0,0,0,0,0,0,0
000570,苏常柴A,2008,0,0,0,0,0,0,0
000571,新大洲A,2008,0,0,0,0,0,0,0
000572,海马股份,2008,0,0,0,0,0,0,0
000573,粤宏远A,2008,0,0,0,0,0,0,0
000576,广东甘化,2008,0,0,0,0,0,4,4
000578,ST盐湖,2008,0,0,0,0,0,0,0
000581,威孚高科,2008,0,0,0,0,0,0,0
000582,北海港,2008,0,0,0,0,0,0,0
000584,舒卡股份,2008,0,0,0,0,0,0,0
000585,东北电气,2008,0,0,0,0,0,0,0
000586,汇源通信,2008,0,0,0,0,0,0,0
000587,SST光明,2008,3,0,0,0,0,27,27
000589,黔轮胎A,2008,0,0,0,0,0,0,0
000590,紫光古汉,2008,0,0,0,0,0,0,0
000591,桐君阁,2008,0,0,0,0,0,1,1
000592,ST中福,2008,0,0,0,0,0,0,0
000593,大通燃气,2008,0,0,0,0,0,0,0
000594,国恒铁路,2008,0,0,0,0,0,0,0
000595,西北轴承,2008,0,0,0,0,0,0,0
000596,古井贡酒,2008,0,0,0,0,0,0,0
000597,东北制药,2008,0,0,0,0,0,0,0
000598,蓝星清洗,2008,0,0,0,0,0,0,0
000599,青岛双星,2008,0,0,0,0,0,0,0
000600,建投能源,2008,0,0,0,0,0,0,0
000601,韶能股份,2008,0,0,0,0,0,0,0
000602,金马集团,2008,0,0,0,0,0,0,0
000603,＊ST威达,2008,0,0,0,0,0,0,0
000605,ST四环,2008,0,0,0,0,0,0,0
000606,青海明胶,2008,0,0,0,0,0,0,0
000607,华立药业,2008,0,0,0,0,0,0,0
000608,阳光股份,2008,0,0,0,0,0,0,0
000609,绵世股份,2008,0,0,0,0,0,0,0
000610,西安旅游,2008,0,0,0,0,0,0,0
000611,时代科技,2008,0,0,0,0,0,0,0
000612,焦作万方,2008,0,0,0,0,0,0,0
000613,ST东海A,2008,0,0,0,0,0,0,0
000615,湖北金环,2008,0,0,0,0,0,0,0
000616,亿城股份,2008,0,0,0,0,0,0,0
000617,石油济柴,2008,0,0,0,0,0,0,0
000619,海螺型材,2008,0,0,0,0,0,0,0
000620,S＊ST圣方,2008,0,0,0,0,0,0,0
000622,S＊ST恒立,2008,0,0,0,0,0,0,0
000623,吉林敖东,2008,0,0,0,0,0,1,1
000625,长安汽车,2008,0,0,0,0,0,0,0
000626,如意集团,2008,0,0,0,0,0,0,0
000627,天茂集团,2008,0,0,0,0,0,0,0
000628,＊ST高新,2008,0,0,0,0,0,0,0
000629,攀钢钢钒,2008,0,0,0,0,0,0,0
000630,铜陵有色,2008,0,0,0,0,0,0,0
000631,＊ST兰宝,2008,0,0,0,0,0,0,0
000632,三木集团,2008,0,0,0,0,0,0,0
000633,SST合金,2008,0,0,0,0,0,0,0
000635,英力特,2008,0,0,0,0,0,0,0
000636,风华高科,2008,0,0,0,0,0,0,0
000637,茂化实华,2008,0,0,0,0,0,0,0
000638,＊ST中辽,2008,0,0,0,0,0,0,0
000639,金德发展,2008,0,0,0,0,0,0,0
000650,仁和药业,2008,0,0,0,0,0,0,0
000651,格力电器,2008,0,0,0,0,0,0,0
000652,泰达股份,2008,0,0,0,0,0,0,0
000655,金岭矿业,2008,0,0,0,0,0,0,0
000656,ST东源,2008,0,0,0,0,0,0,0
000657,＊ST中钨,2008,0,0,0,0,0,0,0
000659,珠海中富,2008,0,0,0,0,0,0,0
000661,长春高新,2008,0,0,0,0,0,0,0
000662,索芙特,2008,0,0,0,0,0,0,0
000663,永安林业,2008,0,0,0,0,0,0,0
000665,武汉塑料,2008,0,0,0,0,0,0,0
000666,经纬纺机,2008,0,0,0,0,0,0,0
000667,名流置业,2008,0,0,0,0,0,0,0
000668,荣丰控股,2008,0,0,0,0,0,0,0
000669,领先科技,2008,0,0,0,0,0,0,0
000670,S＊ST天发,2008,0,0,0,0,0,0,0
000671,阳光发展,2008,0,0,0,0,0,1,1
000672,＊ST铜城,2008,0,0,0,0,0,0,0
000673,ST大水,2008,0,0,0,0,0,0,0
000676,思达高科,2008,0,0,0,0,0,0,0
000677,山东海龙,2008,0,0,0,0,0,0,0
000678,襄阳轴承,2008,0,0,0,0,0,0,0
000679,大连友谊,2008,0,0,0,0,0,0,0
000680,山推股份,2008,0,0,0,0,0,0,0
000681,＊ST远东,2008,0,0,0,0,0,1,1
000682,东方电子,2008,0,0,0,0,0,0,0
000683,远兴能源,2008,0,0,0,0,0,0,0
000685,中山公用,2008,0,0,0,0,0,0,0
000686,东北证券,2008,0,0,0,0,0,0,0
000687,保定天鹅,2008,0,0,0,0,0,0,0
000688,S＊ST朝华,2008,0,0,0,0,0,2,2
000690,宝新能源,2008,0,0,0,0,0,1,1
000691,＊ST联油,2008,0,0,0,0,0,0,0
000692,ST惠天,2008,0,0,0,0,0,0,0
000693,S＊ST聚友,2008,0,0,0,0,0,0,0
000695,滨海能源,2008,0,0,0,0,0,0,0
000697,咸阳偏转,2008,0,0,0,0,0,0,0
000698,沈阳化工,2008,0,0,0,0,0,0,0
000700,模塑科技,2008,0,0,0,0,0,0,0
000701,厦门信达,2008,0,0,0,0,0,0,0
000702,正虹科技,2008,1,0,0,0,0,6,6
000703,世纪光华,2008,0,0,0,0,0,0,0
000705,浙江震元,2008,0,0,0,0,0,0,0
000707,双环科技,2008,0,0,0,0,0,0,0
000708,大冶特钢,2008,0,0,0,0,0,0,0
000709,唐钢股份,2008,0,0,0,0,0,0,0
000710,天兴仪表,2008,0,0,0,0,0,0,0
000711,天伦置业,2008,0,0,0,0,0,0,0
000712,锦龙股份,2008,0,0,0,0,0,0,0
000713,丰乐种业,2008,0,0,0,0,0,0,0
000715,中兴商业,2008,0,0,0,0,0,0,0
000716,ST南方,2008,0,0,0,0,0,0,0
000717,韶钢松山,2008,0,0,0,0,0,0,0
000718,苏宁环球,2008,0,0,0,0,0,0,0
000719,S＊ST鑫安,2008,0,0,0,0,0,0,0
000720,鲁能泰山,2008,0,0,0,0,0,0,0
000721,西安饮食,2008,0,0,0,0,0,0,0
000722,＊ST金果,2008,1,0,0,0,0,8,8
000723,美锦能源,2008,0,0,0,0,0,0,0
000725,京东方A,2008,0,0,0,0,0,0,0
000726,鲁泰A,2008,0,0,0,0,0,0,0
000727,华东科技,2008,0,0,0,0,0,0,0
000728,国元证券,2008,0,0,0,0,0,3,3
000729,燕京啤酒,2008,0,0,0,0,0,0,0
000731,四川美丰,2008,0,0,0,0,0,0,0
000732,S＊ST三农,2008,0,0,0,0,0,1,1
000733,振华科技,2008,0,0,0,0,0,0,0
000735,罗牛山,2008,0,0,0,0,0,0,0
000736,ST重实,2008,0,0,0,0,0,0,0
000737,南风化工,2008,0,0,0,0,0,0,0
000738,ST宇航,2008,0,0,0,0,0,0,0
000739,普洛股份,2008,0,0,0,0,0,0,0
000748,长城信息,2008,0,0,0,0,0,1,1
000750,SST集琦,2008,0,0,0,0,0,0,0
000751,锌业股份,2008,0,0,0,0,0,0,0
000752,西藏发展,2008,0,0,0,0,0,0,0
000753,漳州发展,2008,0,0,0,0,0,0,0
000755,山西三维,2008,0,0,0,0,0,0,0
000756,新华制药,2008,0,0,0,0,0,0,0
000757,＊ST方向,2008,0,0,0,0,0,0,0
000758,中色股份,2008,0,0,0,0,0,0,0
000759,武汉中百,2008,1,0,0,0,0,6,6
000760,博盈投资,2008,0,0,0,0,0,0,0
000761,本钢板材,2008,0,0,0,0,0,0,0
000762,西藏矿业,2008,0,0,0,0,0,0,0
000766,通化金马,2008,0,0,0,0,0,0,0
000767,漳泽电力,2008,0,0,0,0,0,0,0
000768,西飞国际,2008,0,0,0,0,0,0,0
000776,S延边路,2008,0,0,0,0,0,1,1
000777,中核科技,2008,0,0,0,0,0,0,0
000778,新兴铸管,2008,0,0,0,0,0,0,0
000779,ST派神,2008,0,0,0,0,0,0,0
000780,ST平能,2008,0,0,0,0,0,0,0
000782,美达股份,2008,0,0,0,0,0,0,0
000783,长江证券,2008,0,0,0,0,0,0,0
000785,武汉中商,2008,1,0,0,0,0,7,7
000786,北新建材,2008,0,0,0,0,0,1,1
000787,＊ST创智,2008,1,0,0,0,0,12,12
000788,西南合成,2008,0,0,0,0,0,0,0
000789,江西水泥,2008,0,0,0,0,0,0,0
000790,华神集团,2008,0,0,0,0,0,0,0
000791,西北化工,2008,0,0,0,0,0,0,0
000792,盐湖钾肥,2008,0,0,0,0,0,0,0
000793,华闻传媒,2008,0,0,0,0,0,1,1
000795,太原刚玉,2008,0,0,0,0,0,0,0
000796,宝商集团,2008,0,0,0,0,0,0,0
000797,中国武夷,2008,0,0,0,0,0,0,0
000798,中水渔业,2008,0,0,0,0,0,0,0
000799,酒鬼酒,2008,0,0,0,0,0,0,0
000800,一汽轿车,2008,0,0,0,0,0,0,0
000801,四川湖山,2008,0,0,0,0,0,2,2
000802,北京旅游,2008,0,0,0,0,0,0,0
000803,金宇车城,2008,0,0,0,0,0,1,1
000805,＊ST炎黄,2008,0,0,0,0,0,0,0
000806,银河科技,2008,0,0,0,0,0,1,1
000807,云铝股份,2008,0,0,0,0,0,0,0
000809,中汇医药,2008,0,0,0,0,0,0,0
000810,华润锦华,2008,0,0,0,0,0,0,0
000811,烟台冰轮,2008,0,0,0,0,0,0,0
000812,陕西金叶,2008,0,0,0,0,0,0,0
000813,天山纺织,2008,0,0,0,0,0,0,0
000815,美利纸业,2008,0,0,0,0,0,0,0
000816,江淮动力,2008,0,0,0,0,0,0,0
000818,锦化氯碱,2008,0,0,0,0,0,0,0
000819,岳阳兴长,2008,0,0,0,0,0,0,0
000820,金城股份,2008,0,0,0,0,0,0,0
000821,京山轻机,2008,0,0,0,0,0,0,0
000822,山东海化,2008,0,0,0,0,0,0,0
000823,超声电子,2008,0,0,0,0,0,0,0
000825,太钢不锈,2008,0,0,0,0,0,0,0
000826,合加资源,2008,1,0,0,0,0,10,10
000828,东莞控股,2008,0,0,0,0,0,0,0
000829,天音控股,2008,1,0,0,0,0,7,7
000830,鲁西化工,2008,0,0,0,0,0,0,0
000831,关铝股份,2008,0,0,0,0,0,0,0
000833,贵糖股份,2008,0,0,0,0,0,3,3
000835,四川圣达,2008,0,0,0,0,0,0,0
000836,鑫茂科技,2008,0,0,0,0,0,0,0
000837,秦川发展,2008,0,0,0,0,0,0,0
000838,国兴地产,2008,0,0,0,0,0,0,0
000839,中信国安,2008,0,0,0,0,0,1,1
000848,承德露露,2008,0,0,0,0,0,0,0
000850,华茂股份,2008,0,0,0,0,0,0,0
000851,高鸿股份,2008,0,0,0,0,0,2,2
000852,江钻股份,2008,0,0,0,0,0,1,1
000856,唐山陶瓷,2008,0,0,0,0,0,0,0
000858,五粮液,2008,0,0,0,0,0,0,0
000859,国风塑业,2008,0,0,0,0,0,0,0
000860,顺鑫农业,2008,0,0,0,0,0,1,1
000861,海印股份,2008,0,0,0,0,0,0,0
000862,银星能源,2008,1,0,0,0,0,7,7
000863,＊ST商务,2008,0,0,0,1,0,0,1
000868,安凯客车,2008,0,0,0,0,0,0,0
000869,张裕A,2008,0,0,0,0,0,0,0
000875,吉电股份,2008,0,0,0,0,0,0,0
000876,新希望,2008,0,0,0,0,0,0,0
000877,天山股份,2008,0,0,0,0,0,0,0
000878,云南铜业,2008,0,0,0,0,0,1,1
000880,山东巨力,2008,0,0,0,0,0,0,0
000881,大连国际,2008,0,0,0,0,0,0,0
000882,华联股份,2008,0,0,0,0,0,0,0
000883,三环股份,2008,0,0,0,0,0,0,0
000885,同力水泥,2008,0,0,0,0,0,0,0
000886,海南高速,2008,0,0,0,0,0,0,0
000887,中鼎股份,2008,0,0,0,0,0,0,0
000888,峨眉山A,2008,0,0,0,0,0,0,0
000889,渤海物流,2008,1,0,0,0,0,5,5
000890,法尔胜,2008,0,0,0,0,0,3,3
000892,＊ST星美,2008,0,0,0,0,0,0,0
000893,广州冷机,2008,0,0,0,0,0,0,0
000895,双汇发展,2008,0,0,0,0,0,0,0
000897,津滨发展,2008,0,0,0,0,0,0,0
000898,鞍钢股份,2008,0,0,0,0,0,0,0
000899,赣能股份,2008,0,0,0,0,0,0,0
000900,现代投资,2008,0,0,0,0,0,0,0
000901,航天科技,2008,0,0,0,0,0,0,0
000902,中国服装,2008,0,0,0,0,0,1,1
000903,云内动力,2008,0,0,0,0,0,0,0
000905,厦门港务,2008,0,0,0,0,0,1,1
000906,南方建材,2008,0,0,0,0,0,0,0
000908,天一科技,2008,0,0,0,0,0,0,0
000909,数源科技,2008,0,0,0,0,0,0,0
000910,大亚科技,2008,0,0,0,0,0,0,0
000911,南宁糖业,2008,0,0,0,0,0,3,3
000912,泸天化,2008,0,0,0,0,0,0,0
000913,钱江摩托,2008,0,0,0,0,0,1,1
000915,山大华特,2008,0,0,0,0,0,0,0
000916,华北高速,2008,0,0,0,0,0,0,0
000917,电广传媒,2008,0,0,0,0,0,3,3
000918,SST亚华,2008,0,0,0,0,0,0,0
000919,金陵药业,2008,0,0,0,0,0,0,0
000920,南方汇通,2008,0,0,0,0,0,0,0
000921,ST科龙,2008,0,0,0,0,0,0,0
000922,ST阿继,2008,0,0,0,0,0,0,0
000923,河北宣工,2008,0,0,0,0,0,0,0
000925,SST海纳,2008,0,0,0,0,0,0,0
000926,福星股份,2008,0,0,0,0,0,0,0
000927,一汽夏利,2008,0,0,0,0,0,0,0
000928,ST吉炭,2008,0,0,0,0,0,0,0
000929,兰州黄河,2008,0,0,0,0,0,0,0
000930,中粮生化,2008,0,0,0,0,0,0,0
000931,中关村,2008,0,0,0,0,0,1,1
000932,华菱钢铁,2008,0,0,0,0,0,1,1
000933,神火股份,2008,0,0,0,0,0,0,0
000935,＊ST双马,2008,0,0,0,0,0,0,0
000936,华西村,2008,0,0,0,0,0,0,0
000937,金牛能源,2008,0,0,0,0,0,0,0
000938,紫光股份,2008,1,0,0,0,0,12,12
000939,凯迪电力,2008,0,0,0,0,0,0,0
000948,南天信息,2008,0,0,0,0,0,0,0
000949,新乡化纤,2008,0,0,0,0,0,0,0
000950,建峰化工,2008,0,0,0,0,0,0,0
000951,中国重汽,2008,0,0,0,0,0,0,0
000952,广济药业,2008,0,0,0,0,0,0,0
000953,河池化工,2008,0,0,0,0,0,0,0
000955,欣龙控股,2008,0,0,0,0,0,0,0
000957,中通客车,2008,0,0,0,0,0,0,0
000958,东方热电,2008,0,0,0,0,0,0,0
000959,首钢股份,2008,0,0,0,0,0,0,0
000960,锡业股份,2008,0,0,0,0,0,0,0
000961,大连金牛,2008,0,0,0,0,0,0,0
000962,东方钽业,2008,0,0,0,0,0,4,4
000963,华东医药,2008,0,0,0,0,0,0,0
000965,天保基建,2008,0,0,0,0,0,0,0
000966,长源电力,2008,0,0,0,0,0,0,0
000967,上风高科,2008,0,0,0,0,0,3,3
000968,煤气化,2008,0,0,0,0,0,0,0
000969,安泰科技,2008,0,0,0,0,0,0,0
000970,中科三环,2008,0,0,0,0,0,0,0
000971,＊ST迈亚,2008,0,0,0,0,0,0,0
000972,新中基,2008,0,0,0,0,0,0,0
000973,佛塑股份,2008,0,0,0,0,0,0,0
000975,科学城,2008,0,0,0,0,0,0,0
000976,春晖股份,2008,0,0,0,0,0,0,0
000977,浪潮信息,2008,0,0,0,0,0,0,0
000978,桂林旅游,2008,0,0,0,0,0,2,2
000979,ST科苑,2008,0,0,0,0,0,0,0
000980,金马股份,2008,0,0,0,0,0,0,0
000981,S＊ST兰光,2008,0,0,0,0,0,0,0
000982,中银绒业,2008,0,0,0,0,0,0,0
000983,西山煤电,2008,0,0,0,0,0,0,0
000985,大庆华科,2008,0,0,0,0,0,0,0
000987,广州友谊,2008,0,0,0,0,0,0,0
000988,华工科技,2008,0,0,0,0,0,0,0
000989,九芝堂,2008,0,0,0,0,0,0,0
000990,诚志股份,2008,0,0,0,0,0,0,0
000993,闽东电力,2008,0,0,0,0,0,0,0
000995,皇台酒业,2008,0,0,0,0,0,0,0
000996,中国中期,2008,0,0,0,0,0,3,3
000997,新大陆,2008,0,0,0,0,0,2,2
000998,隆平高科,2008,0,0,0,0,0,0,0
000999,三九医药,2008,0,0,0,0,0,0,0
001696,宗申动力,2008,0,0,0,0,0,0,0
001896,豫能控股,2008,0,0,0,0,0,0,0
002001,新和成,2008,0,0,0,0,0,0,0
002002,ST琼花,2008,0,0,0,0,0,0,0
002003,伟星股份,2008,0,0,0,0,0,0,0
002004,华邦制药,2008,0,0,0,0,0,0,0
002005,德豪润达,2008,0,0,0,0,0,0,0
002006,精工科技,2008,0,0,0,0,0,0,0
002007,华兰生物,2008,0,0,0,0,0,0,0
002008,大族激光,2008,0,0,0,0,0,0,0
002009,天奇股份,2008,0,0,0,0,0,0,0
002010,传化股份,2008,0,0,0,0,0,0,0
002011,盾安环境,2008,0,0,0,0,0,0,0
002012,凯恩股份,2008,0,0,0,0,0,0,0
002013,中航精机,2008,0,0,0,0,0,0,0
002014,永新股份,2008,0,0,0,0,0,0,0
002015,霞客环保,2008,0,0,0,0,0,0,0
002016,世荣兆业,2008,0,0,0,0,0,0,0
002017,东信和平,2008,0,0,0,0,0,2,2
002018,华星化工,2008,0,0,0,0,0,1,1
002019,鑫富药业,2008,0,0,0,0,0,0,0
002020,京新药业,2008,0,0,0,0,0,0,0
002021,中捷股份,2008,0,0,0,0,0,0,0
002022,科华生物,2008,0,0,0,0,0,1,1
002023,海特高新,2008,0,0,0,0,0,0,0
002024,苏宁电器,2008,0,0,0,0,0,3,3
002025,航天电器,2008,0,0,0,0,0,0,0
002026,山东威达,2008,0,0,0,0,0,0,0
002027,七喜控股,2008,0,0,0,0,0,0,0
002028,思源电气,2008,0,0,0,0,0,0,0
002029,七匹狼,2008,0,0,0,0,0,0,0
002030,达安基因,2008,0,0,0,0,0,0,0
002031,巨轮股份,2008,0,0,0,0,0,0,0
002032,苏泊尔,2008,0,0,0,0,0,0,0
002033,丽江旅游,2008,0,0,0,0,0,1,1
002034,美欣达,2008,0,0,0,0,0,0,0
002035,华帝股份,2008,0,0,0,0,0,0,0
002036,宜科科技,2008,0,0,0,0,0,0,0
002037,久联发展,2008,0,0,0,0,0,0,0
002038,双鹭药业,2008,0,0,0,0,0,0,0
002039,黔源电力,2008,0,0,0,0,0,0,0
002040,南京港,2008,0,0,0,0,0,0,0
002041,登海种业,2008,0,0,0,0,0,0,0
002042,华孚色纺,2008,0,0,0,0,0,0,0
002043,兔宝宝,2008,0,0,0,0,0,0,0
002044,江苏三友,2008,0,0,0,0,0,0,0
002045,广州国光,2008,0,0,0,0,0,0,0
002046,轴研科技,2008,0,0,0,0,0,0,0
002047,成霖股份,2008,0,0,0,0,0,0,0
002048,宁波华翔,2008,0,0,0,0,0,0,0
002049,晶源电子,2008,0,0,0,0,0,0,0
002050,三花股份,2008,0,0,0,0,0,0,0
002051,中工国际,2008,0,0,0,0,0,0,0
002052,同洲电子,2008,0,0,0,0,0,0,0
002053,云南盐化,2008,0,0,0,0,0,0,0
002054,德美化工,2008,0,0,0,0,0,0,0
002055,得润电子,2008,0,0,0,0,0,0,0
002056,横店东磁,2008,0,0,0,0,0,0,0
002057,中钢天源,2008,0,0,0,0,0,0,0
002058,威尔泰,2008,0,0,0,0,0,0,0
002059,世博股份,2008,0,0,0,0,0,0,0
002060,粤水电,2008,0,0,0,0,0,0,0
002061,江山化工,2008,0,0,0,0,0,0,0
002062,宏润建设,2008,0,0,0,0,0,0,0
002063,远光软件,2008,0,0,0,0,0,0,0
002064,华峰氨纶,2008,0,0,0,0,0,0,0
002065,东华合创,2008,0,0,0,0,0,2,2
002066,瑞泰科技,2008,0,0,0,0,0,0,0
002067,景兴纸业,2008,0,0,0,0,0,0,0
002068,黑猫股份,2008,0,0,0,0,0,0,0
002069,獐子岛,2008,0,0,0,0,0,0,0
002070,众和股份,2008,0,0,0,0,0,0,0
002071,江苏宏宝,2008,0,0,0,0,0,0,0
002072,德棉股份,2008,0,0,0,0,0,0,0
002073,青岛软控,2008,0,0,0,0,0,0,0
002074,东源电器,2008,0,0,0,0,0,0,0
002075,ST张铜,2008,0,0,0,0,0,0,0
002076,雪莱特,2008,0,0,0,0,0,0,0
002077,大港股份,2008,0,0,0,0,0,0,0
002078,太阳纸业,2008,0,0,0,0,0,0,0
002079,苏州固锝,2008,0,0,0,0,0,0,0
002080,中材科技,2008,0,0,0,0,0,0,0
002081,金螳螂,2008,0,0,0,0,0,0,0
002082,栋梁新材,2008,0,0,0,0,0,0,0
002083,孚日股份,2008,0,0,0,0,0,0,0
002084,海鸥卫浴,2008,0,0,0,0,0,0,0
002085,万丰奥威,2008,0,0,0,0,0,0,0
002086,东方海洋,2008,0,0,0,0,0,0,0
002087,新野纺织,2008,0,0,0,0,0,0,0
002088,鲁阳股份,2008,0,0,0,0,0,0,0
002089,新海宜,2008,0,2,0,0,0,0,2
002090,金智科技,2008,0,0,0,0,0,0,0
002091,江苏国泰,2008,0,0,0,0,0,0,0
002092,中泰化学,2008,0,0,0,0,0,0,0
002093,国脉科技,2008,0,0,0,0,0,0,0
002094,青岛金王,2008,0,0,0,0,0,0,0
002095,生意宝,2008,6,0,0,0,0,48,48
002096,南岭民爆,2008,0,0,0,0,0,0,0
002097,山河智能,2008,0,0,0,0,0,0,0
002098,浔兴股份,2008,0,0,0,0,0,0,0
002099,海翔药业,2008,0,0,0,0,0,0,0
002100,天康生物,2008,0,0,0,0,0,0,0
002101,广东鸿图,2008,0,0,0,0,0,0,0
002102,冠福家用,2008,1,0,0,0,0,5,5
002103,广博股份,2008,0,0,0,0,0,0,0
002104,恒宝股份,2008,4,0,0,0,0,36,36
002105,信隆实业,2008,0,0,0,0,0,0,0
002106,莱宝高科,2008,0,0,0,0,0,0,0
002107,沃华医药,2008,0,0,0,0,0,0,0
002108,沧州明珠,2008,0,0,0,0,0,0,0
002109,兴化股份,2008,0,0,0,0,0,0,0
002110,三钢闽光,2008,0,0,0,0,0,0,0
002111,威海广泰,2008,0,0,0,0,0,0,0
002112,三变科技,2008,0,0,0,0,0,0,0
002113,天润发展,2008,0,0,0,0,0,0,0
002114,罗平锌电,2008,0,0,0,0,0,0,0
002115,三维通信,2008,0,0,0,0,0,0,0
002116,中国海诚,2008,0,0,0,0,0,0,0
002117,东港股份,2008,0,0,0,0,0,0,0
002118,紫鑫药业,2008,0,0,0,0,0,0,0
002119,康强电子,2008,0,0,0,0,0,0,0
002120,新海股份,2008,0,0,0,0,0,0,0
002121,科陆电子,2008,0,1,0,0,0,0,1
002122,天马股份,2008,0,0,0,0,0,0,0
002123,荣信股份,2008,0,0,0,0,0,0,0
002124,天邦股份,2008,0,0,0,0,0,0,0
002125,湘潭电化,2008,0,0,0,0,0,0,0
002126,银轮股份,2008,0,0,0,0,0,0,0
002127,新民科技,2008,0,0,0,0,0,0,0
002128,露天煤业,2008,0,0,0,0,0,0,0
002129,中环股份,2008,0,0,0,0,0,0,0
002130,沃尔核材,2008,0,0,0,0,0,0,0
002131,利欧股份,2008,0,0,0,0,0,0,0
002132,恒星科技,2008,0,0,0,0,0,0,0
002133,广宇集团,2008,0,0,0,0,0,1,1
002134,天津普林,2008,0,0,0,0,0,0,0
002135,东南网架,2008,0,0,0,0,0,0,0
002136,安纳达,2008,0,0,0,0,0,0,0
002137,实益达,2008,0,0,0,0,0,0,0
002138,顺络电子,2008,0,0,0,0,0,0,0
002139,拓邦电子,2008,0,0,1,0,0,0,1
002140,东华科技,2008,0,0,0,0,0,0,0
002141,蓉胜超微,2008,0,0,0,0,0,0,0
002142,宁波银行,2008,0,0,0,0,0,0,0
002143,高金食品,2008,0,0,0,0,0,0,0
002144,宏达经编,2008,0,0,0,0,0,0,0
002145,中核钛白,2008,0,0,0,0,0,0,0
002146,荣盛发展,2008,0,0,0,0,0,0,0
002147,方圆支承,2008,0,0,0,0,0,0,0
002148,北纬通信,2008,0,0,0,0,0,1,1
002149,西部材料,2008,0,0,0,0,0,0,0
002150,江苏通润,2008,0,0,0,0,0,0,0
002151,北斗星通,2008,0,0,0,0,0,1,1
002152,广电运通,2008,0,0,0,0,0,3,3
002153,石基信息,2008,0,0,0,0,0,1,1
002154,报喜鸟,2008,1,0,0,0,0,6,6
002155,辰州矿业,2008,0,0,0,0,0,0,0
002156,通富微电,2008,0,0,0,0,0,0,0
002157,正邦科技,2008,0,0,0,0,0,0,0
002158,汉钟精机,2008,0,0,0,0,0,0,0
